age,education-num,hours-per-week,gender,class
36,9,40,Male,<=50K
45,16,60,Male,<=50K
69,9,30,Female,<=50K
46,10,50,Male,<=50K
52,13,60,Male,>50K
39,12,20,Female,>50K
39,13,48,Female,<=50K
34,13,53,Male,>50K
52,12,40,Male,>50K
67,14,30,Male,>50K
55,13,40,Female,<=50K
61,14,99,Female,<=50K
32,13,45,Female,<=50K
24,13,40,Male,<=50K
51,9,40,Male,>50K
29,10,25,Female,<=50K
30,7,50,Male,<=50K
51,16,60,Male,>50K
43,14,50,Male,>50K
51,9,40,Male,>50K
48,14,16,Female,>50K
34,6,45,Male,>50K
65,10,28,Female,<=50K
35,9,40,Male,<=50K
56,5,40,Female,>50K
30,9,40,Female,<=50K
39,11,40,Male,<=50K
39,9,40,Male,>50K
36,16,45,Male,>50K
45,9,40,Male,>50K
24,11,38,Female,<=50K
20,6,50,Male,<=50K
53,11,45,Male,<=50K
40,7,40,Female,<=50K
18,8,55,Male,<=50K
41,13,40,Female,>50K
17,6,30,Male,<=50K
49,13,35,Female,<=50K
63,9,40,Male,>50K
43,9,20,Female,<=50K
36,14,40,Female,<=50K
24,13,40,Male,<=50K
47,14,20,Female,>50K
24,13,40,Female,<=50K
44,9,52,Female,<=50K
46,3,40,Male,<=50K
17,7,15,Male,<=50K
51,10,40,Male,>50K
29,9,52,Female,<=50K
31,12,20,Male,<=50K
41,5,55,Male,<=50K
56,11,40,Male,>50K
31,10,50,Female,<=50K
39,10,45,Male,<=50K
45,9,40,Male,>50K
58,13,50,Male,>50K
18,10,40,Male,<=50K
59,9,38,Female,<=50K
46,13,48,Male,<=50K
44,11,45,Male,>50K
36,9,40,Male,<=50K
42,12,31,Female,<=50K
30,13,40,Male,<=50K
57,9,40,Male,<=50K
37,9,30,Female,<=50K
45,9,60,Male,>50K
61,10,35,Male,<=50K
17,7,20,Male,<=50K
39,10,65,Male,<=50K
24,10,40,Male,<=50K
51,14,39,Male,>50K
49,13,35,Female,<=50K
47,13,40,Male,<=50K
30,10,36,Female,<=50K
35,9,40,Male,<=50K
47,13,72,Male,<=50K
24,7,40,Female,<=50K
43,10,50,Male,<=50K
49,13,40,Male,>50K
45,10,35,Female,<=50K
47,15,55,Male,>50K
37,10,40,Female,>50K
37,14,40,Male,>50K
62,6,40,Female,<=50K
55,9,40,Male,>50K
35,9,42,Male,<=50K
20,9,40,Male,<=50K
44,10,99,Male,<=50K
25,9,40,Male,<=50K
50,13,40,Female,<=50K
31,11,50,Male,<=50K
59,9,60,Female,>50K
71,10,4,Male,<=50K
46,13,40,Male,>50K
53,10,40,Male,>50K
27,13,60,Female,<=50K
25,9,40,Male,<=50K
56,7,40,Female,<=50K
18,9,20,Male,<=50K
35,9,21,Female,<=50K
42,13,40,Male,>50K
17,7,25,Female,<=50K
32,10,50,Male,>50K
44,3,40,Male,<=50K
17,6,40,Female,<=50K
58,14,40,Male,>50K
90,12,20,Male,<=50K
28,10,40,Male,<=50K
51,9,45,Female,<=50K
25,10,20,Male,<=50K
24,3,40,Female,<=50K
25,13,50,Female,<=50K
30,10,40,Male,<=50K
20,10,25,Female,<=50K
45,9,40,Female,<=50K
42,9,40,Male,<=50K
31,9,35,Male,<=50K
51,14,70,Male,>50K
43,10,50,Female,<=50K
45,14,50,Male,>50K
42,9,40,Female,<=50K
30,9,60,Male,<=50K
51,9,84,Male,>50K
54,9,40,Male,>50K
43,13,35,Female,<=50K
35,7,4,Male,<=50K
26,10,36,Female,<=50K
33,10,50,Male,>50K
20,9,28,Male,<=50K
23,9,75,Male,<=50K
31,9,40,Female,<=50K
34,10,47,Male,<=50K
30,10,40,Male,<=50K
49,14,40,Female,<=50K
66,4,50,Male,<=50K
33,7,65,Male,<=50K
31,13,40,Male,>50K
34,9,40,Male,<=50K
28,2,40,Female,<=50K
36,9,32,Female,<=50K
63,10,40,Male,<=50K
47,13,60,Male,>50K
25,10,40,Male,<=50K
32,9,60,Male,>50K
37,10,40,Male,<=50K
34,10,40,Male,<=50K
42,13,55,Female,<=50K
49,7,75,Male,<=50K
17,6,25,Female,<=50K
52,9,40,Female,>50K
55,9,38,Female,<=50K
24,9,40,Male,<=50K
60,3,44,Male,<=50K
24,9,40,Male,<=50K
30,9,45,Male,<=50K
39,10,25,Female,<=50K
19,10,20,Female,<=50K
21,10,30,Female,<=50K
38,11,40,Male,<=50K
34,9,35,Female,<=50K
24,4,40,Male,<=50K
59,13,22,Female,>50K
36,9,50,Male,>50K
40,13,60,Male,<=50K
52,10,40,Male,<=50K
38,10,40,Female,<=50K
56,10,50,Female,<=50K
22,9,40,Male,<=50K
33,10,40,Male,<=50K
49,13,40,Female,<=50K
59,14,35,Male,>50K
19,9,40,Male,<=50K
48,10,40,Female,<=50K
21,10,40,Female,<=50K
20,10,35,Female,<=50K
50,9,45,Male,>50K
74,9,40,Female,>50K
27,10,44,Male,<=50K
19,10,25,Male,<=50K
58,5,50,Male,>50K
46,12,40,Male,>50K
18,9,12,Female,<=50K
21,10,24,Female,<=50K
46,4,47,Male,<=50K
25,6,40,Male,<=50K
43,15,60,Male,>50K
26,14,55,Male,>50K
39,13,50,Male,>50K
20,10,47,Male,<=50K
22,11,40,Female,<=50K
63,9,40,Male,<=50K
25,9,50,Male,<=50K
45,13,50,Male,>50K
17,8,16,Male,<=50K
19,10,12,Female,<=50K
57,9,40,Female,<=50K
46,10,40,Female,<=50K
30,9,22,Male,<=50K
59,10,35,Male,>50K
31,10,45,Female,<=50K
23,8,50,Male,<=50K
32,14,40,Female,<=50K
26,10,64,Male,<=50K
31,9,40,Female,<=50K
23,13,40,Male,<=50K
23,10,40,Male,<=50K
32,9,40,Male,<=50K
61,6,40,Female,<=50K
41,10,40,Male,<=50K
21,7,40,Female,<=50K
35,10,25,Female,<=50K
34,9,40,Male,<=50K
22,10,24,Male,<=50K
39,13,40,Female,<=50K
54,4,25,Female,<=50K
46,9,40,Female,<=50K
20,10,20,Female,<=50K
42,12,45,Female,>50K
20,10,40,Female,<=50K
32,9,45,Female,<=50K
26,9,48,Male,<=50K
25,9,44,Male,>50K
50,13,50,Male,<=50K
45,10,40,Female,<=50K
24,13,25,Male,<=50K
36,14,40,Female,<=50K
55,13,50,Male,>50K
20,9,40,Female,<=50K
42,9,40,Male,>50K
33,9,40,Female,<=50K
65,9,14,Female,<=50K
23,9,20,Male,<=50K
28,12,40,Male,<=50K
29,12,20,Male,<=50K
67,4,35,Female,<=50K
26,15,40,Male,>50K
36,13,40,Female,>50K
47,14,40,Female,>50K
50,11,40,Female,<=50K
51,9,40,Male,<=50K
66,7,40,Male,<=50K
37,7,40,Female,<=50K
23,13,25,Male,<=50K
37,13,60,Male,>50K
27,6,55,Male,<=50K
65,7,40,Male,<=50K
44,9,40,Male,<=50K
19,1,50,Male,<=50K
26,9,40,Male,<=50K
57,10,42,Male,<=50K
37,16,45,Male,<=50K
23,10,30,Male,<=50K
29,9,40,Male,>50K
34,13,40,Male,<=50K
28,10,40,Male,>50K
54,12,45,Male,<=50K
24,1,40,Male,<=50K
37,11,43,Female,<=50K
27,14,40,Female,<=50K
35,3,36,Male,<=50K
38,10,45,Male,<=50K
35,13,40,Male,>50K
38,9,42,Male,<=50K
35,14,40,Male,>50K
44,13,40,Male,>50K
53,15,60,Male,>50K
50,11,40,Male,>50K
77,6,30,Male,<=50K
21,10,10,Female,<=50K
55,7,48,Male,<=50K
20,10,20,Male,<=50K
38,10,50,Male,<=50K
48,10,30,Male,<=50K
42,13,40,Male,>50K
45,14,40,Male,>50K
26,10,40,Male,<=50K
40,9,23,Male,<=50K
20,10,25,Female,<=50K
55,6,45,Male,<=50K
66,14,20,Female,<=50K
45,14,40,Male,>50K
52,3,40,Female,<=50K
22,10,22,Female,<=50K
29,11,90,Male,<=50K
36,4,40,Male,<=50K
36,15,60,Male,>50K
43,6,40,Female,<=50K
67,9,40,Female,<=50K
27,7,40,Male,>50K
25,13,40,Female,<=50K
77,10,40,Male,<=50K
41,10,50,Male,<=50K
30,14,45,Male,>50K
73,9,8,Female,<=50K
47,10,40,Male,>50K
32,16,70,Female,<=50K
37,9,55,Female,<=50K
46,11,40,Male,<=50K
24,9,40,Male,<=50K
41,14,45,Male,>50K
23,9,38,Male,<=50K
55,14,40,Female,<=50K
55,13,60,Male,>50K
45,10,40,Female,>50K
29,14,35,Female,<=50K
17,7,16,Male,<=50K
26,10,40,Male,<=50K
73,13,30,Male,<=50K
22,9,50,Male,>50K
75,9,40,Female,<=50K
44,9,58,Male,<=50K
36,10,55,Male,<=50K
28,10,40,Female,<=50K
29,9,40,Male,<=50K
36,13,40,Male,<=50K
28,13,48,Female,<=50K
38,9,48,Male,<=50K
24,13,60,Male,<=50K
44,12,25,Male,<=50K
33,1,40,Male,<=50K
36,10,40,Female,<=50K
22,13,50,Male,<=50K
18,6,11,Male,<=50K
62,9,40,Male,>50K
47,9,20,Male,>50K
43,9,60,Male,<=50K
36,10,40,Male,<=50K
55,14,40,Male,>50K
31,13,40,Male,>50K
42,9,40,Male,<=50K
67,13,50,Male,>50K
36,9,70,Male,<=50K
29,5,40,Male,<=50K
43,14,53,Male,>50K
31,9,40,Female,<=50K
24,10,40,Female,<=50K
25,13,35,Male,<=50K
71,15,12,Male,>50K
54,4,40,Male,<=50K
33,10,40,Male,>50K
40,9,30,Female,<=50K
48,13,40,Male,<=50K
25,9,40,Male,<=50K
35,10,45,Female,<=50K
46,10,55,Female,<=50K
43,13,40,Male,>50K
68,13,45,Male,>50K
50,10,40,Female,<=50K
25,10,40,Female,<=50K
23,10,35,Male,<=50K
22,9,20,Male,<=50K
36,4,55,Male,<=50K
31,12,45,Male,<=50K
30,9,40,Male,>50K
35,9,50,Male,<=50K
58,9,40,Male,<=50K
19,10,30,Male,<=50K
42,9,40,Female,<=50K
26,9,52,Male,<=50K
62,9,40,Male,<=50K
42,10,40,Male,>50K
47,9,50,Male,<=50K
26,9,36,Male,<=50K
20,9,25,Male,<=50K
31,13,40,Female,<=50K
27,13,50,Female,<=50K
64,9,32,Male,<=50K
46,9,50,Male,<=50K
34,10,30,Male,<=50K
78,4,25,Male,<=50K
47,9,45,Male,<=50K
54,11,10,Female,<=50K
52,4,7,Female,<=50K
38,9,55,Male,>50K
50,14,40,Male,>50K
24,13,40,Female,<=50K
52,10,50,Female,<=50K
41,11,40,Female,<=50K
65,4,31,Female,<=50K
27,12,50,Male,<=50K
29,12,38,Female,<=50K
56,10,50,Male,>50K
33,5,50,Male,<=50K
20,7,40,Female,<=50K
27,13,40,Male,<=50K
49,10,40,Female,<=50K
41,13,45,Male,<=50K
28,13,60,Female,<=50K
50,9,15,Male,<=50K
47,13,45,Male,>50K
43,11,45,Male,>50K
44,13,50,Female,>50K
34,10,40,Male,<=50K
41,14,20,Female,<=50K
43,3,40,Female,>50K
22,13,40,Female,<=50K
34,9,32,Female,<=50K
18,7,40,Male,<=50K
53,9,35,Female,>50K
58,13,40,Male,<=50K
37,5,50,Male,<=50K
41,9,40,Male,<=50K
48,4,55,Male,<=50K
23,7,40,Male,<=50K
42,10,55,Male,>50K
47,10,40,Male,>50K
36,10,40,Female,<=50K
29,11,43,Male,<=50K
34,13,38,Female,<=50K
36,9,25,Female,<=50K
36,9,50,Male,<=50K
25,13,20,Female,<=50K
51,10,40,Male,<=50K
35,11,38,Male,<=50K
27,9,40,Male,<=50K
35,11,20,Female,>50K
26,13,40,Male,<=50K
25,3,40,Male,<=50K
60,10,40,Male,<=50K
21,10,25,Female,<=50K
36,11,40,Female,<=50K
36,9,48,Male,<=50K
26,9,60,Male,<=50K
35,13,50,Male,<=50K
41,12,50,Male,>50K
42,14,40,Male,<=50K
51,9,32,Male,<=50K
23,6,40,Male,<=50K
51,9,40,Male,<=50K
55,9,40,Male,>50K
44,13,38,Female,<=50K
28,9,45,Male,<=50K
32,9,32,Male,<=50K
31,10,40,Male,<=50K
44,9,40,Male,<=50K
40,12,40,Male,>50K
46,14,50,Male,>50K
42,9,60,Male,<=50K
24,13,8,Female,<=50K
18,6,40,Male,<=50K
54,9,45,Female,<=50K
80,14,10,Female,<=50K
19,9,40,Male,<=50K
43,5,40,Female,<=50K
59,16,40,Male,>50K
52,13,60,Male,<=50K
36,9,40,Male,>50K
68,10,30,Male,<=50K
35,7,40,Male,<=50K
28,10,70,Male,>50K
35,12,15,Male,<=50K
20,10,20,Female,<=50K
40,11,50,Male,>50K
20,12,20,Male,<=50K
20,9,40,Male,<=50K
49,13,43,Female,<=50K
39,9,45,Male,>50K
35,11,44,Female,<=50K
33,9,40,Male,<=50K
17,6,16,Female,<=50K
27,13,40,Male,<=50K
46,9,96,Male,>50K
24,10,45,Female,<=50K
23,10,24,Male,<=50K
25,9,25,Female,<=50K
29,9,40,Male,<=50K
44,9,40,Male,>50K
44,10,60,Male,<=50K
53,13,45,Female,<=50K
42,14,40,Female,<=50K
41,10,40,Male,>50K
55,10,36,Female,<=50K
26,13,24,Male,<=50K
24,13,40,Female,<=50K
28,13,40,Male,<=50K
41,10,50,Male,<=50K
70,9,6,Male,<=50K
44,9,45,Female,<=50K
44,10,40,Male,<=50K
62,13,40,Male,>50K
33,9,40,Male,>50K
48,13,50,Male,>50K
17,6,12,Female,<=50K
90,10,37,Female,<=50K
49,10,40,Male,>50K
39,9,40,Male,>50K
33,9,40,Male,<=50K
42,13,45,Male,<=50K
21,10,20,Male,<=50K
37,9,40,Male,<=50K
19,10,14,Male,<=50K
19,10,35,Female,<=50K
23,11,40,Female,<=50K
24,13,40,Male,<=50K
17,9,5,Female,<=50K
26,13,40,Female,<=50K
47,9,40,Female,<=50K
44,15,55,Male,>50K
40,7,50,Male,<=50K
50,10,40,Female,<=50K
35,11,35,Female,<=50K
38,13,50,Male,>50K
38,11,50,Male,<=50K
20,9,80,Male,<=50K
35,9,50,Male,<=50K
29,10,18,Female,<=50K
38,10,44,Male,<=50K
37,9,45,Male,<=50K
22,10,40,Female,<=50K
59,13,40,Male,<=50K
48,13,40,Male,>50K
37,9,55,Male,<=50K
54,10,40,Female,<=50K
53,3,40,Male,>50K
38,13,50,Male,>50K
39,10,45,Female,>50K
34,9,37,Female,>50K
19,10,25,Male,<=50K
68,6,35,Male,<=50K
40,14,50,Male,<=50K
45,13,40,Female,<=50K
40,9,46,Female,>50K
55,9,45,Male,<=50K
42,10,52,Male,<=50K
22,11,10,Male,<=50K
37,12,50,Male,>50K
21,13,30,Female,<=50K
27,10,32,Male,<=50K
64,10,65,Female,<=50K
44,10,40,Female,<=50K
57,13,40,Male,<=50K
56,9,40,Female,<=50K
48,10,40,Male,<=50K
46,9,40,Male,<=50K
43,9,60,Male,<=50K
61,15,50,Male,>50K
52,14,50,Male,>50K
29,13,72,Female,<=50K
52,3,40,Male,<=50K
29,10,25,Female,<=50K
55,14,50,Female,<=50K
28,9,70,Female,<=50K
35,13,40,Female,>50K
38,7,40,Female,<=50K
56,13,40,Male,<=50K
24,13,40,Male,<=50K
18,10,38,Female,<=50K
23,12,20,Male,<=50K
36,10,45,Female,<=50K
32,13,35,Male,<=50K
47,9,40,Male,<=50K
63,9,40,Female,<=50K
61,9,5,Female,<=50K
42,13,40,Female,<=50K
30,9,40,Male,<=50K
31,10,40,Female,<=50K
39,7,40,Male,<=50K
18,9,35,Male,<=50K
41,10,50,Male,<=50K
40,9,40,Male,<=50K
52,10,40,Female,<=50K
32,4,35,Female,<=50K
27,13,40,Male,<=50K
28,9,40,Male,<=50K
59,10,43,Male,>50K
36,2,40,Male,<=50K
44,9,40,Female,>50K
40,9,40,Male,<=50K
34,11,27,Female,>50K
20,10,35,Female,<=50K
29,9,48,Male,<=50K
51,13,47,Male,>50K
33,10,40,Male,<=50K
18,7,20,Female,<=50K
35,9,40,Male,<=50K
29,13,40,Female,<=50K
42,13,70,Male,>50K
27,9,40,Male,<=50K
36,9,40,Female,>50K
30,10,40,Male,<=50K
54,10,40,Female,<=50K
26,9,40,Male,<=50K
54,13,60,Male,<=50K
62,4,40,Male,>50K
25,13,60,Male,<=50K
20,10,60,Male,<=50K
45,13,40,Male,>50K
64,9,37,Female,<=50K
50,6,45,Male,<=50K
19,9,38,Male,<=50K
62,9,40,Male,>50K
37,2,66,Male,<=50K
44,10,60,Male,>50K
22,10,40,Female,<=50K
30,5,40,Male,<=50K
36,13,40,Female,<=50K
57,10,35,Female,<=50K
47,10,65,Male,>50K
44,13,40,Female,<=50K
46,13,20,Male,<=50K
34,6,36,Female,<=50K
39,9,40,Male,<=50K
50,13,40,Male,>50K
33,10,20,Male,<=50K
32,7,40,Male,<=50K
28,13,40,Male,<=50K
31,3,40,Male,<=50K
30,9,40,Female,<=50K
61,13,30,Male,<=50K
47,9,38,Male,<=50K
25,12,45,Female,<=50K
54,9,40,Male,>50K
33,9,40,Female,<=50K
50,9,40,Male,>50K
49,9,20,Female,<=50K
32,10,60,Female,<=50K
48,14,40,Female,<=50K
36,15,55,Male,>50K
61,9,12,Male,<=50K
64,10,40,Female,<=50K
35,13,40,Female,<=50K
51,9,40,Male,<=50K
22,12,30,Male,<=50K
26,9,40,Female,<=50K
25,9,40,Male,<=50K
55,9,45,Male,>50K
57,14,38,Male,>50K
44,13,40,Male,>50K
45,9,32,Male,>50K
28,6,45,Male,<=50K
56,10,40,Male,>50K
57,13,45,Female,<=50K
35,9,55,Male,<=50K
35,14,55,Male,>50K
57,13,40,Male,>50K
44,10,40,Male,<=50K
25,9,40,Male,<=50K
27,16,40,Male,>50K
43,10,15,Female,<=50K
47,4,55,Male,>50K
40,13,50,Male,>50K
38,10,40,Male,>50K
46,13,40,Male,<=50K
21,10,35,Male,<=50K
50,9,55,Female,<=50K
42,7,40,Male,<=50K
27,9,50,Male,<=50K
30,9,50,Male,<=50K
60,11,46,Male,>50K
44,13,45,Male,>50K
40,9,40,Male,<=50K
28,9,48,Male,<=50K
21,10,40,Female,<=50K
48,13,50,Female,<=50K
31,12,40,Female,<=50K
47,10,42,Female,<=50K
18,10,15,Female,<=50K
25,9,45,Male,<=50K
33,16,60,Male,>50K
26,13,40,Female,<=50K
53,13,40,Male,>50K
27,5,50,Female,<=50K
32,11,40,Male,<=50K
27,13,42,Male,<=50K
19,10,40,Male,<=50K
34,14,30,Female,<=50K
23,13,40,Female,<=50K
68,10,45,Female,<=50K
72,6,15,Male,<=50K
38,6,40,Male,<=50K
77,10,20,Female,<=50K
52,10,45,Male,>50K
33,10,40,Female,<=50K
62,13,35,Male,<=50K
37,3,40,Male,<=50K
21,10,25,Female,<=50K
28,13,50,Male,<=50K
33,10,40,Male,>50K
21,12,15,Male,<=50K
27,13,40,Female,<=50K
24,10,45,Male,<=50K
54,9,15,Male,<=50K
35,14,44,Male,>50K
42,9,42,Female,<=50K
39,11,40,Male,<=50K
17,7,5,Male,<=50K
38,13,38,Female,<=50K
42,9,40,Male,<=50K
46,10,40,Male,>50K
26,13,40,Male,<=50K
33,16,50,Male,>50K
23,11,30,Female,<=50K
48,10,40,Male,>50K
41,15,52,Female,>50K
38,10,38,Female,<=50K
58,10,32,Female,<=50K
20,9,25,Female,<=50K
26,13,40,Male,<=50K
71,9,20,Male,<=50K
31,10,20,Female,<=50K
23,13,40,Male,<=50K
68,14,45,Male,<=50K
22,10,20,Male,<=50K
47,12,40,Female,<=50K
27,10,60,Female,<=50K
21,9,35,Male,<=50K
50,13,40,Male,>50K
22,10,20,Female,<=50K
32,9,38,Female,<=50K
58,9,40,Female,<=50K
56,12,40,Female,<=50K
51,10,35,Female,<=50K
36,15,24,Female,<=50K
23,9,40,Female,<=50K
32,9,40,Male,<=50K
44,16,60,Male,<=50K
45,9,40,Female,<=50K
38,13,40,Male,>50K
47,3,20,Male,<=50K
54,9,40,Male,<=50K
47,10,40,Male,<=50K
20,5,40,Female,<=50K
27,13,40,Male,<=50K
30,11,60,Male,<=50K
20,10,30,Male,<=50K
57,13,50,Male,>50K
57,10,55,Male,<=50K
34,8,40,Female,<=50K
35,13,55,Male,<=50K
17,6,40,Male,<=50K
18,7,20,Female,<=50K
31,7,20,Female,<=50K
25,3,40,Male,<=50K
32,9,40,Male,<=50K
68,9,12,Male,<=50K
48,7,42,Female,<=50K
50,9,40,Female,<=50K
57,11,40,Male,<=50K
30,13,40,Female,<=50K
66,9,24,Male,<=50K
48,9,40,Female,>50K
31,2,45,Male,<=50K
33,9,40,Male,<=50K
43,10,40,Male,>50K
52,9,40,Male,>50K
29,10,40,Female,<=50K
33,9,42,Female,<=50K
31,9,38,Female,<=50K
29,9,35,Female,<=50K
27,10,40,Male,<=50K
29,11,40,Male,<=50K
17,8,30,Female,<=50K
64,9,60,Male,>50K
42,13,45,Male,>50K
34,10,40,Male,<=50K
52,6,25,Female,<=50K
43,10,40,Female,<=50K
34,5,40,Female,<=50K
38,9,50,Male,>50K
23,9,46,Male,<=50K
29,13,35,Female,<=50K
49,15,48,Male,<=50K
44,9,43,Female,<=50K
26,13,40,Male,<=50K
22,10,40,Male,<=50K
40,9,40,Male,<=50K
21,10,27,Female,<=50K
36,9,40,Male,<=50K
64,9,22,Female,<=50K
53,2,32,Male,<=50K
53,14,50,Female,<=50K
37,13,45,Female,>50K
55,9,25,Female,<=50K
30,9,40,Male,<=50K
41,13,40,Male,>50K
26,6,40,Female,<=50K
28,9,50,Male,<=50K
22,10,39,Female,<=50K
33,13,40,Male,<=50K
55,9,35,Male,<=50K
48,16,40,Male,>50K
24,9,40,Female,<=50K
34,9,40,Male,>50K
50,14,40,Male,>50K
31,10,40,Male,<=50K
24,11,30,Male,<=50K
28,9,40,Male,<=50K
29,10,40,Male,<=50K
44,12,40,Male,<=50K
59,9,40,Male,<=50K
25,9,40,Female,<=50K
44,9,45,Female,<=50K
70,13,50,Male,>50K
24,10,40,Female,<=50K
29,9,40,Female,<=50K
53,12,40,Male,>50K
31,12,60,Male,<=50K
47,9,60,Male,<=50K
34,9,40,Female,<=50K
33,11,70,Male,<=50K
31,9,40,Female,<=50K
50,9,40,Female,>50K
20,6,40,Male,<=50K
29,9,50,Male,<=50K
30,9,40,Male,<=50K
32,10,50,Male,>50K
49,10,40,Male,>50K
31,13,40,Male,>50K
28,13,50,Male,>50K
20,9,40,Female,<=50K
26,14,40,Female,>50K
54,10,40,Female,>50K
17,6,40,Male,<=50K
57,6,20,Female,<=50K
37,9,40,Male,>50K
34,13,48,Female,>50K
32,9,40,Male,<=50K
42,10,50,Male,<=50K
61,10,40,Male,<=50K
49,4,50,Male,<=50K
36,9,40,Male,>50K
54,9,40,Female,<=50K
51,7,40,Female,<=50K
63,9,7,Female,<=50K
38,13,21,Female,>50K
51,9,40,Male,<=50K
52,9,40,Male,<=50K
20,9,48,Male,<=50K
42,9,60,Female,<=50K
31,13,40,Female,<=50K
48,12,40,Female,<=50K
32,9,40,Female,<=50K
57,5,52,Male,<=50K
32,13,38,Male,<=50K
20,10,30,Male,<=50K
26,13,50,Male,>50K
64,10,40,Female,<=50K
62,11,50,Male,<=50K
41,9,40,Male,<=50K
42,11,50,Male,<=50K
47,9,38,Male,<=50K
50,4,35,Female,<=50K
20,9,20,Male,<=50K
60,12,30,Male,<=50K
41,9,40,Male,>50K
24,9,45,Female,<=50K
51,12,55,Male,>50K
50,7,40,Female,<=50K
70,9,28,Male,<=50K
44,9,35,Male,<=50K
49,13,50,Male,>50K
39,9,48,Male,<=50K
56,9,50,Male,>50K
38,10,60,Male,<=50K
34,9,40,Male,<=50K
20,10,40,Female,<=50K
33,9,40,Female,>50K
26,10,24,Male,<=50K
28,10,50,Male,<=50K
51,10,40,Male,<=50K
18,9,25,Female,<=50K
28,9,40,Male,<=50K
41,16,60,Male,>50K
48,11,40,Male,>50K
26,9,52,Male,>50K
57,10,38,Male,>50K
33,9,20,Male,<=50K
43,13,40,Male,<=50K
29,9,40,Male,<=50K
47,9,40,Female,<=50K
29,7,40,Female,<=50K
38,6,40,Male,>50K
37,12,40,Male,>50K
34,9,40,Female,<=50K
31,9,28,Female,<=50K
37,11,38,Female,<=50K
36,10,70,Male,<=50K
56,10,45,Male,>50K
18,8,40,Male,<=50K
28,10,50,Male,<=50K
46,13,40,Male,>50K
33,11,50,Female,>50K
37,14,60,Male,>50K
51,12,40,Male,<=50K
58,6,50,Male,>50K
32,10,55,Male,<=50K
23,10,24,Female,<=50K
61,13,40,Female,<=50K
19,9,30,Male,<=50K
43,13,40,Male,>50K
37,11,6,Female,<=50K
47,10,65,Female,<=50K
42,15,99,Male,>50K
19,9,20,Female,<=50K
28,9,40,Male,<=50K
21,10,40,Female,<=50K
56,14,44,Male,>50K
32,11,40,Male,>50K
38,10,40,Female,<=50K
20,10,60,Male,<=50K
28,9,60,Male,<=50K
50,9,40,Female,<=50K
55,9,40,Male,<=50K
18,10,30,Male,<=50K
19,10,25,Female,<=50K
34,10,52,Male,<=50K
79,13,40,Male,<=50K
27,7,40,Male,<=50K
40,10,45,Male,<=50K
33,5,45,Male,<=50K
43,9,40,Female,<=50K
36,9,60,Male,<=50K
36,9,40,Female,<=50K
33,7,40,Male,<=50K
24,9,48,Male,<=50K
58,13,50,Male,>50K
25,11,40,Female,>50K
40,13,40,Male,>50K
21,9,40,Male,<=50K
57,9,35,Female,<=50K
42,10,40,Male,>50K
22,10,35,Male,<=50K
31,13,60,Male,<=50K
23,9,40,Female,<=50K
27,11,40,Female,>50K
30,9,30,Female,<=50K
58,9,40,Male,>50K
53,16,40,Male,<=50K
32,6,40,Female,<=50K
50,9,37,Female,>50K
26,9,40,Female,<=50K
57,13,40,Male,<=50K
33,9,40,Male,<=50K
45,9,50,Female,<=50K
29,9,42,Female,<=50K
20,10,24,Male,<=50K
33,9,40,Male,<=50K
22,11,30,Female,<=50K
54,13,40,Male,>50K
44,14,40,Male,>50K
39,14,52,Male,>50K
23,10,35,Female,<=50K
19,9,24,Female,<=50K
47,13,70,Male,<=50K
32,9,40,Female,<=50K
69,15,40,Male,>50K
24,9,25,Male,<=50K
37,11,40,Male,>50K
26,11,35,Female,<=50K
44,9,60,Female,<=50K
21,10,40,Male,<=50K
70,9,40,Male,<=50K
41,9,20,Female,<=50K
49,10,40,Male,<=50K
57,12,20,Male,<=50K
65,10,40,Female,<=50K
30,13,40,Male,<=50K
24,10,40,Male,<=50K
56,9,38,Male,<=50K
56,13,40,Male,<=50K
30,11,40,Male,<=50K
26,9,55,Female,<=50K
59,13,40,Male,>50K
40,11,65,Female,>50K
36,10,40,Female,<=50K
59,10,40,Male,<=50K
46,12,38,Male,>50K
51,9,40,Female,<=50K
22,10,30,Female,<=50K
25,10,20,Female,<=50K
17,7,16,Male,<=50K
25,9,40,Male,<=50K
47,9,35,Female,<=50K
55,9,30,Female,<=50K
58,9,20,Male,<=50K
46,10,55,Male,<=50K
47,3,40,Female,<=50K
29,13,50,Male,<=50K
51,9,60,Male,<=50K
30,9,40,Male,<=50K
43,9,50,Male,<=50K
47,14,45,Male,>50K
26,10,60,Male,<=50K
20,10,35,Male,<=50K
41,10,46,Male,>50K
57,9,40,Male,<=50K
32,9,40,Female,<=50K
42,5,40,Male,<=50K
42,9,40,Male,<=50K
20,9,40,Male,<=50K
50,14,40,Male,<=50K
46,9,40,Male,<=50K
32,9,48,Male,<=50K
70,4,35,Female,<=50K
59,9,40,Male,<=50K
42,12,50,Male,<=50K
57,4,50,Male,<=50K
36,6,40,Male,<=50K
25,9,4,Female,<=50K
23,4,30,Female,<=50K
26,13,30,Male,<=50K
50,9,40,Male,>50K
17,7,20,Female,<=50K
28,13,40,Male,<=50K
31,10,40,Male,<=50K
23,10,30,Female,<=50K
52,5,30,Female,<=50K
25,13,40,Male,<=50K
48,9,25,Female,<=50K
55,10,40,Male,<=50K
48,9,45,Male,<=50K
23,10,40,Male,<=50K
37,11,40,Female,<=50K
24,10,40,Male,>50K
31,10,40,Male,<=50K
